index,datetime,service,instance,message,level,anomaly_type,st_time,ed_time,duration,data_type,old_index
0,2021-07-01,webservice,webservice2,"2021-07-01 11:16:52,953 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-01 11:06:52.249428 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-01 11:06:52.953000,2021-07-01 11:16:52.953000,600,train,5
5669,2021-07-13,dbservice,dbservice2,"2021-07-13 06:19:25,578 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-13 06:09:24.722768 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-13 06:09:25.578000,2021-07-13 06:19:25.578000,600,test,5536
5709,2021-07-13,webservice,webservice2,"2021-07-13 08:10:00,960 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | trigger the file moving program, start with 2021-07-13 08:00:00.862348, last for 600 seconds",WARNING,[file moving program],2021-07-13 08:00:00.960000,2021-07-13 08:10:00.960000,600,test,5533
5743,2021-07-13,webservice,webservice2,"2021-07-13 09:11:25,840 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [normal memory freed label] lasts ten minutes",WARNING,[normal memory freed label],2021-07-13 09:11:25.840000,2021-07-13 09:21:25.840000,600,test,5534
5771,2021-07-13,redisservice,redisservice1,"2021-07-13 10:40:59,517 | WARNING | 0.0.0.1 | 172.17.0.4 | redisservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-13 10:30:58.611297 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-13 10:30:59.517000,2021-07-13 10:40:59.517000,600,test,6063
5772,2021-07-13,dbservice,dbservice1,"2021-07-13 10:46:12,912 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | trigger an access permission denied exception, will lasts an hour",WARNING,[access permission denied exception],2021-07-13 10:46:12.912000,2021-07-13 11:46:12.912000,3600,test,5537
5795,2021-07-13,redisservice,redisservice1,"2021-07-13 11:57:32,492 | WARNING | 0.0.0.1 | 172.17.0.4 | redisservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-13 11:47:31.614659 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-13 11:47:32.492000,2021-07-13 11:57:32.492000,600,test,6064
5801,2021-07-13,redisservice,redisservice2,"2021-07-13 12:13:37,953 | WARNING | 0.0.0.2 | 172.17.0.4 | redisservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-13 12:03:37.093021 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-13 12:03:37.953000,2021-07-13 12:13:37.953000,600,test,5820
5802,2021-07-13,dbservice,dbservice1,"2021-07-13 12:19:49,102 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-13 12:09:48.299000 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-13 12:09:49.102000,2021-07-13 12:19:49.102000,600,test,5538
5816,2021-07-13,logservice,logservice1,"2021-07-13 12:46:28,353 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-13 12:36:27.383572 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-13 12:36:28.353000,2021-07-13 12:46:28.353000,600,test,6067
5848,2021-07-13,redisservice,redisservice1,"2021-07-13 14:16:50,585 | WARNING | 0.0.0.1 | 172.17.0.4 | redisservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-13 14:06:49.690588 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-13 14:06:50.585000,2021-07-13 14:16:50.585000,600,test,6065
5903,2021-07-13,dbservice,dbservice1,"2021-07-13 16:53:54,827 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-13 16:43:53.518687 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-13 16:43:54.827000,2021-07-13 16:53:54.827000,600,test,5539
5921,2021-07-13,webservice,webservice1,"2021-07-13 17:40:54,892 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-13 17:30:53.070518 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-13 17:30:54.892000,2021-07-13 17:40:54.892000,600,test,5541
5968,2021-07-13,webservice,webservice2,"2021-07-13 19:30:47,311 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-13 19:20:46.495594 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-13 19:20:47.311000,2021-07-13 19:30:47.311000,600,test,5535
5991,2021-07-13,logservice,logservice1,"2021-07-13 20:32:23,045 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-13 20:22:22.087577 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-13 20:22:23.045000,2021-07-13 20:32:23.045000,600,test,6068
6053,2021-07-13,logservice,logservice1,"2021-07-13 23:29:57,258 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-13 23:19:56.343590 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-13 23:19:57.258000,2021-07-13 23:29:57.258000,600,test,6069
6070,2021-07-14,dbservice,dbservice1,"2021-07-14 00:01:00,353 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | trigger an access permission denied exception, will lasts an hour",WARNING,[access permission denied exception],2021-07-14 00:01:00.353000,2021-07-14 01:01:00.353000,3600,test,6074
6147,2021-07-14,dbservice,dbservice1,"2021-07-14 04:00:00,770 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | trigger an access permission denied exception, will lasts an hour",WARNING,[access permission denied exception],2021-07-14 04:00:00.770000,2021-07-14 05:00:00.770000,3600,test,6075
6150,2021-07-14,webservice,webservice1,"2021-07-14 04:17:45,329 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-14 04:07:43.990508 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-14 04:07:45.329000,2021-07-14 04:17:45.329000,600,test,6078
6199,2021-07-14,dbservice,dbservice2,"2021-07-14 06:12:02,674 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-14 06:02:01.836901 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-14 06:02:02.674000,2021-07-14 06:12:02.674000,600,test,6081
6221,2021-07-14,redisservice,redisservice2,"2021-07-14 07:28:38,526 | WARNING | 0.0.0.2 | 172.17.0.4 | redisservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-14 07:18:37.632887 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-14 07:18:38.526000,2021-07-14 07:28:38.526000,600,test,6548
6224,2021-07-14,logservice,logservice2,"2021-07-14 07:40:39,731 | WARNING | 0.0.0.2 | 172.17.0.3 | logservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-14 07:30:38.860872 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-14 07:30:39.731000,2021-07-14 07:40:39.731000,600,test,6549
6232,2021-07-14,dbservice,dbservice2,"2021-07-14 08:00:00,986 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | trigger an access permission denied exception, will lasts an hour",WARNING,[access permission denied exception],2021-07-14 08:00:00.986000,2021-07-14 09:00:00.986000,3600,test,6082
6278,2021-07-14,logservice,logservice2,"2021-07-14 10:23:03,968 | WARNING | 0.0.0.2 | 172.17.0.3 | logservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-14 10:13:03.028883 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-14 10:13:03.968000,2021-07-14 10:23:03.968000,600,test,6550
6281,2021-07-14,webservice,webservice1,"2021-07-14 10:35:04,506 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-14 10:25:02.926531 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-14 10:25:04.506000,2021-07-14 10:35:04.506000,600,test,6079
6318,2021-07-14,webservice,webservice2,"2021-07-14 12:10:00,344 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | trigger the file moving program, start with 2021-07-14 12:00:00.245895, last for 600 seconds",WARNING,[file moving program],2021-07-14 12:00:00.344000,2021-07-14 12:10:00.344000,600,test,6070
6319,2021-07-14,webservice,webservice1,"2021-07-14 12:10:00,691 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | trigger the file moving program, start with 2021-07-14 12:00:00.592784, last for 600 seconds",WARNING,[file moving program],2021-07-14 12:00:00.691000,2021-07-14 12:10:00.691000,600,test,6080
6328,2021-07-14,dbservice,dbservice1,"2021-07-14 12:37:39,921 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-14 12:27:38.842689 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-14 12:27:39.921000,2021-07-14 12:37:39.921000,600,test,6076
6336,2021-07-14,webservice,webservice2,"2021-07-14 12:55:08,763 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-14 12:45:07.879582 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-14 12:45:08.763000,2021-07-14 12:55:08.763000,600,test,6071
6375,2021-07-14,redisservice,redisservice1,"2021-07-14 15:07:01,869 | WARNING | 0.0.0.1 | 172.17.0.4 | redisservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-14 14:57:00.994607 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-14 14:57:01.869000,2021-07-14 15:07:01.869000,600,test,6084
6393,2021-07-14,redisservice,redisservice1,"2021-07-14 16:02:47,845 | WARNING | 0.0.0.1 | 172.17.0.4 | redisservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-14 15:52:46.966620 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-14 15:52:47.845000,2021-07-14 16:02:47.845000,600,test,6085
6417,2021-07-14,webservice,webservice2,"2021-07-14 17:42:48,331 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-14 17:32:47.163594 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-14 17:32:48.331000,2021-07-14 17:42:48.331000,600,test,6072
6435,2021-07-14,webservice,webservice2,"2021-07-14 18:41:45,409 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-14 18:31:44.417124 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-14 18:31:45.409000,2021-07-14 18:41:45.409000,600,test,6073
6495,2021-07-14,dbservice,dbservice2,"2021-07-14 21:30:16,163 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-14 21:20:15.272878 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-14 21:20:16.163000,2021-07-14 21:30:16.163000,600,test,6083
6539,2021-07-14,dbservice,dbservice1,"2021-07-14 23:41:00,277 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-14 23:30:59.130688 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-14 23:31:00.277000,2021-07-14 23:41:00.277000,600,test,6077
6547,2021-07-15,redisservice,redisservice2,"2021-07-15 00:01:36,309 | WARNING | 0.0.0.2 | 172.17.0.4 | redisservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-14 23:51:34.924995 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-14 23:51:36.309000,2021-07-15 00:01:36.309000,600,test,7053
6579,2021-07-15,dbservice,dbservice1,"2021-07-15 01:29:31,478 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [normal memory freed label] lasts ten minutes",WARNING,[normal memory freed label],2021-07-15 01:29:31.478000,2021-07-15 01:39:31.478000,600,test,6553
6583,2021-07-15,webservice,webservice2,"2021-07-15 02:06:37,109 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-15 01:56:36.107661 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-15 01:56:37.109000,2021-07-15 02:06:37.109000,600,test,6551
6593,2021-07-15,dbservice,dbservice2,"2021-07-15 02:52:21,530 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-15 02:42:19.660882 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-15 02:42:21.530000,2021-07-15 02:52:21.530000,600,test,6561
6607,2021-07-15,redisservice,redisservice2,"2021-07-15 03:28:51,460 | WARNING | 0.0.0.2 | 172.17.0.4 | redisservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-15 03:18:50.608903 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-15 03:18:51.460000,2021-07-15 03:28:51.460000,600,test,7054
6626,2021-07-15,webservice,webservice1,"2021-07-15 04:09:25,961 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-15 03:59:25.146565 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-15 03:59:25.961000,2021-07-15 04:09:25.961000,600,test,6558
6643,2021-07-15,logservice,logservice2,"2021-07-15 04:58:53,682 | WARNING | 0.0.0.2 | 172.17.0.3 | logservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-15 04:48:52.756915 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-15 04:48:53.682000,2021-07-15 04:58:53.682000,600,test,7060
6644,2021-07-15,dbservice,dbservice2,"2021-07-15 05:03:10,038 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-15 04:53:08.728880 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-15 04:53:10.038000,2021-07-15 05:03:10.038000,600,test,6562
6665,2021-07-15,logservice,logservice1,"2021-07-15 05:47:35,305 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-15 05:37:34.255588 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-15 05:37:35.305000,2021-07-15 05:47:35.305000,600,test,7056
6707,2021-07-15,dbservice,dbservice2,"2021-07-15 07:38:38,187 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-15 07:28:36.336876 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-15 07:28:38.187000,2021-07-15 07:38:38.187000,600,test,6563
6716,2021-07-15,logservice,logservice1,"2021-07-15 08:13:54,582 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-15 08:03:53.603680 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-15 08:03:54.582000,2021-07-15 08:13:54.582000,600,test,7057
6718,2021-07-15,redisservice,redisservice1,"2021-07-15 08:17:28,271 | WARNING | 0.0.0.1 | 172.17.0.4 | redisservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-15 08:07:27.370606 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-15 08:07:28.271000,2021-07-15 08:17:28.271000,600,test,6566
6725,2021-07-15,dbservice,dbservice1,"2021-07-15 08:40:04,479 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-15 08:30:03.190688 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-15 08:30:04.479000,2021-07-15 08:40:04.479000,600,test,6554
6754,2021-07-15,dbservice,dbservice1,"2021-07-15 10:06:35,867 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-15 09:56:34.586685 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-15 09:56:35.867000,2021-07-15 10:06:35.867000,600,test,6555
6800,2021-07-15,webservice,webservice1,"2021-07-15 12:10:00,284 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | trigger the file moving program, start with 2021-07-15 12:00:00.218373, last for 600 seconds",WARNING,[file moving program],2021-07-15 12:00:00.284000,2021-07-15 12:10:00.284000,600,test,6559
6895,2021-07-15,logservice,logservice2,"2021-07-15 16:32:07,754 | WARNING | 0.0.0.2 | 172.17.0.3 | logservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-15 16:22:06.888999 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-15 16:22:07.754000,2021-07-15 16:32:07.754000,600,test,7061
6901,2021-07-15,dbservice,dbservice2,"2021-07-15 16:48:19,017 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-15 16:38:17.084887 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-15 16:38:19.017000,2021-07-15 16:48:19.017000,600,test,6564
6923,2021-07-15,logservice,logservice1,"2021-07-15 17:47:39,349 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-15 17:37:38.379600 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-15 17:37:39.349000,2021-07-15 17:47:39.349000,600,test,7058
6929,2021-07-15,webservice,webservice1,"2021-07-15 17:59:38,093 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-15 17:49:37.130526 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-15 17:49:38.093000,2021-07-15 17:59:38.093000,600,test,6560
6932,2021-07-15,dbservice,dbservice2,"2021-07-15 18:03:52,081 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-15 17:53:50.116887 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-15 17:53:52.081000,2021-07-15 18:03:52.081000,600,test,6565
6945,2021-07-15,webservice,webservice2,"2021-07-15 18:33:55,656 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-15 18:23:54.775694 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-15 18:23:55.656000,2021-07-15 18:33:55.656000,600,test,6552
6946,2021-07-15,redisservice,redisservice1,"2021-07-15 18:36:52,156 | WARNING | 0.0.0.1 | 172.17.0.4 | redisservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-15 18:26:51.266527 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-15 18:26:52.156000,2021-07-15 18:36:52.156000,600,test,6567
6951,2021-07-15,redisservice,redisservice2,"2021-07-15 19:00:54,743 | WARNING | 0.0.0.2 | 172.17.0.4 | redisservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-15 18:50:53.860960 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-15 18:50:54.743000,2021-07-15 19:00:54.743000,600,test,7055
6988,2021-07-15,dbservice,dbservice1,"2021-07-15 20:37:41,355 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [normal memory freed label] lasts ten minutes",WARNING,[normal memory freed label],2021-07-15 20:37:41.355000,2021-07-15 20:47:41.355000,600,test,6556
7047,2021-07-15,logservice,logservice1,"2021-07-15 23:22:32,916 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-15 23:12:31.947588 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-15 23:12:32.916000,2021-07-15 23:22:32.916000,600,test,7059
